naslov,povezava,ocena,studii,tip,epizode,zvrsti,leto izdaje
Yuru Camp△ Season 2,https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2,8.50,['C-Station'],TV,13,[],2021
Tian Guan Cifu Special,https://myanimelist.net/anime/44070/Tian_Guan_Cifu_Special,8.49,['Haoliners Animation League'],ONA,1,"['Action', 'Adventure', 'Drama', 'Fantasy']",2021
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari,8.49,['Shaft'],Movie,1,"['Award Winning', 'Drama', 'Suspense']",2013
Mob Psycho 100,https://myanimelist.net/anime/32182/Mob_Psycho_100,8.49,['Bones'],TV,12,"['Action', 'Comedy', 'Supernatural']",2016
Ousama Ranking,https://myanimelist.net/anime/40834/Ousama_Ranking,8.49,['Wit Studio'],TV,23,"['Adventure', 'Fantasy']",2021
One Punch Man,https://myanimelist.net/anime/30276/One_Punch_Man,8.48,['Madhouse'],TV,12,"['Action', 'Comedy']",2015
Uchuu Kyoudai,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,8.48,['A-1 Pictures'],TV,99,[],2012
Yakusoku no Neverland,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,8.48,['CloverWorks'],TV,12,"['Mystery', 'Suspense']",2019
Summertime Render,https://myanimelist.net/anime/47194/Summertime_Render,8.47,['OLM'],TV,25,"['Mystery', 'Supernatural', 'Suspense']",2022
Mo Dao Zu Shi: Xian Yun Pian,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian,8.47,['B.CMAY PICTURES'],ONA,8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",2019
Nichijou,https://myanimelist.net/anime/10165/Nichijou,8.47,['Kyoto Animation'],TV,26,[],2011
Ansatsu Kyoushitsu 2nd Season,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,8.47,['Lerche'],TV,25,"['Action', 'Comedy']",2016
Aria the Origination,https://myanimelist.net/anime/3297/Aria_the_Origination,8.47,['HAL Film Maker'],TV,13,"['Sci-Fi', 'Slice of Life']",2008
Dandadan,https://myanimelist.net/anime/57334/Dandadan,8.47,['Science SARU'],TV,12,"['Action', 'Comedy', 'Supernatural']",2024
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly,8.47,['ufotable'],Movie,1,"['Action', 'Fantasy']",2019
Chihayafuru 3,https://myanimelist.net/anime/37379/Chihayafuru_3,8.46,['Madhouse'],TV,24,"['Drama', 'Sports']",2019
Gintama: The Semi-Final,https://myanimelist.net/anime/44087/Gintama__The_Semi-Final,8.46,['Bandai Namco Pictures'],Special,2,"['Action', 'Comedy']",2021
Tian Guan Cifu Short Film,https://myanimelist.net/anime/60988/Tian_Guan_Cifu_Short_Film,8.46,['add some'],ONA,Unknown,"['Action', 'Adventure', 'Drama', 'Fantasy']",2025
Yuu☆Yuu☆Hakusho,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,8.46,['Studio Pierrot'],TV,112,"['Action', 'Supernatural']",1992
Kimi ni Todoke 3rd Season,https://myanimelist.net/anime/56538/Kimi_ni_Todoke_3rd_Season,8.46,['Production I.G'],ONA,5,"['Drama', 'Romance']",2024
Mo Dao Zu Shi,https://myanimelist.net/anime/37208/Mo_Dao_Zu_Shi,8.46,['B.CMAY PICTURES'],ONA,15,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",2018
Rainbow: Nisha Rokubou no Shichinin,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,8.46,['Madhouse'],TV,26,"['Drama', 'Suspense']",2010
Owarimonogatari,https://myanimelist.net/anime/31181/Owarimonogatari,8.45,['Shaft'],TV,12,"['Comedy', 'Mystery', 'Supernatural']",2015
Pluto,https://myanimelist.net/anime/35737/Pluto,8.45,['Studio M2'],ONA,8,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",2023
Banana Fish,https://myanimelist.net/anime/36649/Banana_Fish,8.45,['MAPPA'],TV,24,"['Action', 'Adventure', 'Drama', 'Suspense']",2018
Given Movie 3: Umi e,https://myanimelist.net/anime/58222/Given_Movie_3__Umi_e,8.45,['Lerche'],Movie,1,"['Boys Love', 'Drama']",2024
Spy x Family,https://myanimelist.net/anime/50265/Spy_x_Family,8.45,"['Wit Studio', 'CloverWorks']",TV,12,"['Action', 'Award Winning', 'Comedy']",2022
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,8.45,['White Fox'],Movie,1,"['Drama', 'Sci-Fi']",2013
Tu Bian Yingxiong X,https://myanimelist.net/anime/53447/Tu_Bian_Yingxiong_X,8.45,"['Pb Animation', 'LAN Studio', 'Paper Plane Animation Studio']",ONA,24,[],2025
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_-_Egypt-hen,8.44,['David Production'],TV,24,"['Action', 'Adventure']",2015
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,https://myanimelist.net/anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season,8.44,['White Fox'],TV,16,"['Drama', 'Fantasy', 'Suspense']",2024
Chainsaw Man,https://myanimelist.net/anime/44511/Chainsaw_Man,8.44,['MAPPA'],TV,12,"['Action', 'Fantasy']",2022
Doupo Cangqiong: Nian Fan,https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan,8.44,['Motion Magic'],ONA,209,"['Action', 'Adventure', 'Fantasy']",2022
Grand Blue,https://myanimelist.net/anime/37105/Grand_Blue,8.44,['Zero-G'],TV,12,[],2018
Golden Kamuy 3rd Season,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,8.43,['Geno Studio'],TV,12,"['Action', 'Adventure']",2020
Haikyuu!!,https://myanimelist.net/anime/20583/Haikyuu,8.43,['Production I.G'],TV,25,[],2014
Hunter x Hunter,https://myanimelist.net/anime/136/Hunter_x_Hunter,8.43,['Nippon Animation'],TV,62,"['Action', 'Adventure', 'Fantasy']",1999
Zoku Owarimonogatari,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,8.43,['Shaft'],TV,6,"['Comedy', 'Mystery', 'Supernatural']",2019
Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,8.43,['ufotable'],TV,26,"['Action', 'Award Winning', 'Supernatural']",2019
Karakai Jouzu no Takagi-san Movie,https://myanimelist.net/anime/49722/Karakai_Jouzu_no_Takagi-san_Movie,8.42,['Shin-Ei Animation'],Movie,1,[],2022
Kono Oto Tomare! Part 2,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,8.42,['Platinum Vision'],TV,13,[],2019
Koukaku Kidoutai: Stand Alone Complex,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,8.42,['Production I.G'],TV,26,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi']",2002
Mushishi Zoku Shou: Odoro no Michi,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,8.42,['Artland'],TV Special,1,"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",2014
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,8.42,['White Fox'],TV,12,"['Drama', 'Fantasy', 'Suspense']",2021
Bungou Stray Dogs 4th Season,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,8.42,['Bones'],TV,13,"['Action', 'Mystery']",2023
Gintama: Yorinuki Gintama-san on Theater 2D,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,8.42,['Sunrise'],Movie,2,"['Action', 'Comedy', 'Sci-Fi']",2012
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,8.42,['Kyoto Animation'],Movie,1,[],2019
Wu Liuqi: Xuanwu Guo Pian,https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian,8.42,['Sharefun Studio'],ONA,10,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",2021
Saenai Heroine no Sodatekata Fine,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine,8.41,['CloverWorks'],Movie,1,"['Comedy', 'Romance']",2019
Saiki Kusuo no Ψ-nan,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,8.41,"['J.C.Staff', 'Egg Firm']",TV,120,[],2016
Saiki Kusuo no Ψ-nan 2,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,8.41,"['J.C.Staff', 'Egg Firm']",TV,24,[],2018
Shingeki no Kyojin: Kuinaki Sentaku,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,8.41,['Wit Studio'],OVA,2,[],2014
Tian Guan Cifu,https://myanimelist.net/anime/40730/Tian_Guan_Cifu,8.41,['Haoliners Animation League'],ONA,11,"['Action', 'Adventure', 'Drama', 'Fantasy']",2020
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu,8.41,['J.C.Staff'],Movie,1,"['Adventure', 'Comedy', 'Fantasy']",2019
Mononoke,https://myanimelist.net/anime/2246/Mononoke,8.41,['Toei Animation'],TV,12,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",2007
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,https://myanimelist.net/anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2,8.41,['Studio Bind'],TV,12,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",2024
Natsume Yuujinchou Movie: Utsusemi ni Musubu,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,8.41,['Shuka'],Movie,1,"['Slice of Life', 'Supernatural']",2018
Jujutsu Kaisen 0 Movie,https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie,8.40,['MAPPA'],Movie,1,"['Action', 'Supernatural']",2021
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,8.40,['A-1 Pictures'],TV,12,"['Comedy', 'Romance']",2019
Kamisama Hajimemashita: Kako-hen,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen,8.40,['TMS Entertainment'],OVA,4,"['Comedy', 'Romance', 'Supernatural']",2015
Natsume Yuujinchou Roku Specials,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials,8.40,['Shuka'],Special,2,"['Slice of Life', 'Supernatural']",2017
Major S5,https://myanimelist.net/anime/5028/Major_S5,8.39,['SynergySP'],TV,25,[],2009
Ramayana: The Legend of Prince Rama,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama,8.39,['Nippon Ramayana Film'],Movie,1,[],1993
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,8.39,['P.A. Works'],Movie,1,"['Drama', 'Fantasy']",2018
Blue Giant,https://myanimelist.net/anime/50183/Blue_Giant,8.39,['Nut'],Movie,1,[],2023
Houseki no Kuni,https://myanimelist.net/anime/35557/Houseki_no_Kuni,8.39,['Orange'],TV,12,"['Action', 'Drama', 'Fantasy', 'Mystery']",2017
Cowboy Bebop: Tengoku no Tobira,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira,8.38,['Bones'],Movie,1,"['Action', 'Sci-Fi']",2001
Gintama°: Aizome Kaori-hen,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen,8.38,['Bandai Namco Pictures'],OVA,2,[],2016
Josee to Tora to Sakana-tachi,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi,8.38,['Bones'],Movie,1,"['Drama', 'Romance']",2020
Kaze ga Tsuyoku Fuiteiru,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru,8.38,['Production I.G'],TV,23,"['Drama', 'Sports']",2018
Made in Abyss Movie 2: Hourou Suru Tasogare,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare,8.38,['Kinema Citrus'],Movie,1,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",2019
Mahou Shoujo Madoka★Magica,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica,8.38,['Shaft'],TV,12,"['Award Winning', 'Drama', 'Suspense']",2011
Tunshi Xingkong 3rd Season,https://myanimelist.net/anime/56523/Tunshi_Xingkong_3rd_Season,8.38,['Sparkly Key Animation Studio'],ONA,33,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2022
Vivy: Fluorite Eye's Song,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,8.38,['Wit Studio'],TV,13,"['Action', 'Sci-Fi', 'Suspense']",2021
Xian Ni,https://myanimelist.net/anime/55809/Xian_Ni,8.38,['BUILD DREAM'],ONA,128,"['Action', 'Adventure', 'Fantasy']",2023
Yuru Camp△ Movie,https://myanimelist.net/anime/38475/Yuru_Camp△_Movie,8.38,['C-Station'],Movie,1,[],2022
Sono Bisque Doll wa Koi wo Suru Season 2,https://myanimelist.net/anime/53065/Sono_Bisque_Doll_wa_Koi_wo_Suru_Season_2,8.37,['CloverWorks'],TV,12,[],2025
Violet Evergarden: Recollections,https://myanimelist.net/anime/53672/Violet_Evergarden__Recollections,8.37,['Kyoto Animation'],Special,1,[],2021
3-gatsu no Lion,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,8.37,['Shaft'],TV,22,[],2016
Barakamon,https://myanimelist.net/anime/22789/Barakamon,8.37,['Kinema Citrus'],TV,12,[],2014
Chihayafuru 2,https://myanimelist.net/anime/14397/Chihayafuru_2,8.37,['Madhouse'],TV,25,"['Drama', 'Sports']",2013
Cross Game,https://myanimelist.net/anime/5941/Cross_Game,8.37,['SynergySP'],TV,50,"['Drama', 'Romance', 'Sports']",2009
Fruits Basket: Prelude,https://myanimelist.net/anime/49310/Fruits_Basket__Prelude,8.37,['TMS Entertainment'],Movie,1,"['Drama', 'Romance']",2022
Girls Band Cry,https://myanimelist.net/anime/55102/Girls_Band_Cry,8.37,['Toei Animation'],TV,13,[],2024
Haikyuu!! To the Top,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top,8.37,['Production I.G'],TV,13,[],2020
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),https://myanimelist.net/anime/5205/Kara_no_Kyoukai_Movie_7__Satsujin_Kousatsu_Go,8.37,['ufotable'],Movie,1,"['Action', 'Fantasy', 'Mystery', 'Romance', 'Suspense']",2009
Karakai Jouzu no Takagi-san 3,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3,8.37,['Shin-Ei Animation'],TV,12,"['Comedy', 'Romance']",2022
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari,8.37,['Shaft'],Movie,1,"['Drama', 'Suspense']",2012
Medalist,https://myanimelist.net/anime/55318/Medalist,8.37,['ENGI'],TV,13,"['Drama', 'Sports']",2025
Initial D First Stage,https://myanimelist.net/anime/185/Initial_D_First_Stage,8.36,"['Gallop', 'Studio Comet']",TV,26,"['Action', 'Drama']",1998
K-On! Movie,https://myanimelist.net/anime/9617/K-On_Movie,8.36,['Kyoto Animation'],Movie,1,"['Award Winning', 'Comedy']",2011
Kizumonogatari I: Tekketsu-hen,https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen,8.36,['Shaft'],Movie,1,"['Action', 'Mystery', 'Supernatural']",2016
Shinseiki Evangelion,https://myanimelist.net/anime/30/Shinseiki_Evangelion,8.36,"['Gainax', 'Tatsunoko Production']",TV,26,"['Action', 'Avant Garde', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",1995
Gintama: Shiroyasha Koutan,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan,8.36,['Sunrise'],Special,1,"['Action', 'Comedy', 'Sci-Fi']",2008
Girls & Panzer: Saishuushou Part 4,https://myanimelist.net/anime/39167/Girls___Panzer__Saishuushou_Part_4,8.36,['Actas'],Movie,1,[],2023
Baccano!,https://myanimelist.net/anime/2251/Baccano,8.35,"[""Brain's Base""]",TV,13,"['Action', 'Mystery', 'Supernatural']",2007
Chiikawa,https://myanimelist.net/anime/50250/Chiikawa,8.35,['Doga Kobo'],TV,Unknown,[],2022
Douluo Dalu 2nd Season,https://myanimelist.net/anime/37822/Douluo_Dalu_2nd_Season,8.35,['Sparkly Key Animation Studio'],ONA,237,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",2018
Kaze no Tani no Nausicaä,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä,8.35,['Topcraft'],Movie,1,"['Adventure', 'Award Winning', 'Drama', 'Fantasy']",1984
Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,8.35,['ufotable'],TV,7,"['Action', 'Supernatural']",2021
Kono Subarashii Sekai ni Shukufuku wo! 3,https://myanimelist.net/anime/49458/Kono_Subarashii_Sekai_ni_Shukufuku_wo_3,8.35,['Drive'],TV,11,"['Adventure', 'Comedy', 'Fantasy']",2024
Meitantei Conan Movie 26: Kurogane no Submarine,https://myanimelist.net/anime/53540/Meitantei_Conan_Movie_26__Kurogane_no_Submarine,8.35,['TMS Entertainment'],Movie,1,"['Action', 'Mystery']",2023
Mushoku Tensei: Isekai Ittara Honki Dasu,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,8.35,['Studio Bind'],TV,11,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",2021
Non Non Biyori Nonstop,https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop,8.35,['SILVER LINK.'],TV,12,[],2021
Tensei shitara Slime Datta Ken 2nd Season,https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,8.35,['8bit'],TV,12,"['Action', 'Comedy', 'Fantasy']",2021
Tunshi Xingkong 4th Season,https://myanimelist.net/anime/56524/Tunshi_Xingkong_4th_Season,8.35,['Sparkly Key Animation Studio'],ONA,123,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2023
Versailles no Bara,https://myanimelist.net/anime/338/Versailles_no_Bara,8.35,['Tokyo Movie Shinsha'],TV,40,"['Drama', 'Romance']",1979
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou,8.35,['Kyoto Animation'],Special,1,[],2018
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,8.35,['feel.'],TV,12,"['Comedy', 'Romance']",2020
Ashita no Joe,https://myanimelist.net/anime/2402/Ashita_no_Joe,8.34,['Mushi Production'],TV,79,"['Drama', 'Sports']",1970
Fumetsu no Anata e,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,8.34,"[""Brain's Base""]",TV,20,"['Adventure', 'Drama', 'Supernatural']",2021
Hellsing Ultimate,https://myanimelist.net/anime/777/Hellsing_Ultimate,8.34,"['Madhouse', 'Satelight', 'Graphinica']",OVA,10,"['Action', 'Horror', 'Supernatural']",2006
Hibike! Euphonium 2,https://myanimelist.net/anime/31988/Hibike_Euphonium_2,8.34,['Kyoto Animation'],TV,13,[],2016
IDOLiSH7 Third Beat! Part 2,https://myanimelist.net/anime/46654/IDOLiSH7_Third_Beat_Part_2,8.34,['TROYCA'],TV,17,[],2022
86,https://myanimelist.net/anime/41457/86,8.33,['A-1 Pictures'],TV,11,"['Action', 'Drama', 'Sci-Fi']",2021
Bakuman. 2nd Season,https://myanimelist.net/anime/10030/Bakuman_2nd_Season,8.33,['J.C.Staff'],TV,25,"['Comedy', 'Drama', 'Romance']",2011
Bocchi the Rock! Movie,https://myanimelist.net/anime/55357/Bocchi_the_Rock_Movie,8.33,['CloverWorks'],Movie,2,[],2024
Wu Shan Wu Xing: Xichuan Huan Zi Lin,https://myanimelist.net/anime/50407/Wu_Shan_Wu_Xing__Xichuan_Huan_Zi_Lin,8.33,['Samsara Animation Studio'],ONA,4,"['Action', 'Fantasy', 'Supernatural']",2023
Natsume Yuujinchou: Itsuka Yuki no Hi ni,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni,8.33,"[""Brain's Base""]",OVA,1,"['Slice of Life', 'Supernatural']",2014
Psycho-Pass,https://myanimelist.net/anime/13601/Psycho-Pass,8.33,['Production I.G'],TV,22,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",2012
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,8.33,['White Fox'],TV,13,"['Drama', 'Fantasy', 'Suspense']",2020
Kidou Senshi Gundam: The Origin,https://myanimelist.net/anime/10937/Kidou_Senshi_Gundam__The_Origin,8.32,['Sunrise'],OVA,6,"['Action', 'Sci-Fi']",2015
Kiseijuu: Sei no Kakuritsu,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu,8.32,['Madhouse'],TV,24,"['Action', 'Horror', 'Sci-Fi', 'Suspense']",2014
One Outs,https://myanimelist.net/anime/5040/One_Outs,8.32,['Madhouse'],TV,25,"['Sports', 'Suspense']",2008
Bakemonogatari,https://myanimelist.net/anime/5081/Bakemonogatari,8.32,['Shaft'],TV,15,"['Mystery', 'Romance', 'Supernatural']",2009
Fate/stay night: Unlimited Blade Works 2nd Season,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,8.32,['ufotable'],TV,13,"['Action', 'Fantasy']",2015
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu,8.32,['Production I.G'],Movie,12,"['Drama', 'Sci-Fi']",2022
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,https://myanimelist.net/anime/51805/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Sakubou,8.32,['Production I.G'],Movie,12,"['Drama', 'Sci-Fi']",2022
Usagi Drop,https://myanimelist.net/anime/10162/Usagi_Drop,8.32,['Production I.G'],TV,11,[],2011
Romeo no Aoi Sora,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora,8.31,['Nippon Animation'],TV,33,"['Adventure', 'Drama']",1995
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,https://myanimelist.net/anime/54870/Seishun_Buta_Yarou_wa_Randoseru_Girl_no_Yume_wo_Minai,8.31,['CloverWorks'],Movie,1,"['Drama', 'Romance', 'Supernatural']",2023
Shiguang Dailiren: Yingdu Pian,https://myanimelist.net/anime/56752/Shiguang_Dailiren__Yingdu_Pian,8.31,['CMC Media'],ONA,6,[],2024
Tunshi Xingkong 2nd Season,https://myanimelist.net/anime/49571/Tunshi_Xingkong_2nd_Season,8.31,['Sparkly Key Animation Studio'],ONA,26,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2021
Uchuu Senkan Yamato 2199,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199,8.31,"['Xebec', 'AIC']",OVA,26,"['Action', 'Drama', 'Sci-Fi']",2012
Major S6,https://myanimelist.net/anime/7655/Major_S6,8.31,['SynergySP'],TV,25,[],2010
Natsume Yuujinchou Go Specials,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials,8.31,['Shuka'],Special,2,"['Slice of Life', 'Supernatural']",2017
NHK ni Youkoso!,https://myanimelist.net/anime/1210/NHK_ni_Youkoso,8.31,['Gonzo'],TV,24,"['Comedy', 'Drama', 'Romance']",2006
Dr. Stone: New World Part 2,https://myanimelist.net/anime/55644/Dr_Stone__New_World_Part_2,8.31,['TMS Entertainment'],TV,11,"['Adventure', 'Comedy', 'Sci-Fi']",2023
Hunter x Hunter: Original Video Animation,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation,8.31,['Nippon Animation'],OVA,8,"['Action', 'Adventure', 'Fantasy']",2002
Boku dake ga Inai Machi,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi,8.30,['A-1 Pictures'],TV,12,"['Mystery', 'Suspense']",2016
Diamond no Ace: Second Season,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season,8.30,"['Production I.G', 'Madhouse']",TV,51,[],2015
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,https://myanimelist.net/anime/10534/Doraemon_Movie_31__Shin_Nobita_to_Tetsujin_Heidan_-_Habatake_Tenshi-tachi,8.30,['Shin-Ei Animation'],Movie,1,"['Adventure', 'Comedy', 'Fantasy']",2011
Evangelion Movie 2: Ha,https://myanimelist.net/anime/3784/Evangelion_Movie_2__Ha,8.30,['Khara'],Movie,1,"['Action', 'Drama', 'Sci-Fi', 'Suspense']",2009
Sasaki to Miyano Movie: Sotsugyou-hen,https://myanimelist.net/anime/51440/Sasaki_to_Miyano_Movie__Sotsugyou-hen,8.30,['Studio Deen'],Movie,1,[],2023
Tensei shitara Slime Datta Ken 2nd Season Part 2,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,8.30,['8bit'],TV,12,"['Action', 'Comedy', 'Fantasy']",2021
Kingdom 2nd Season,https://myanimelist.net/anime/17389/Kingdom_2nd_Season,8.30,['Studio Pierrot'],TV,39,[],2013
Luo Xiao Hei Zhan Ji (Movie),https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie,8.30,['HMCH'],Movie,1,"['Adventure', 'Drama', 'Fantasy']",2019
Natsume Yuujinchou,https://myanimelist.net/anime/4081/Natsume_Yuujinchou,8.30,"[""Brain's Base""]",TV,13,"['Slice of Life', 'Supernatural']",2008
Ookami to Koushinryou II,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II,8.30,"[""Brain's Base"", 'Marvy Jack']",TV,12,"['Adventure', 'Drama', 'Romance', 'Supernatural']",2009
Initial D Final Stage,https://myanimelist.net/anime/22507/Initial_D_Final_Stage,8.29,['SynergySP'],TV,4,"['Action', 'Drama']",2014
Katanagatari,https://myanimelist.net/anime/6594/Katanagatari,8.29,['White Fox'],TV,12,"['Action', 'Adventure', 'Romance']",2010
Kemono no Souja Erin,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin,8.29,"['Production I.G', 'Trans Arts']",TV,50,"['Drama', 'Fantasy']",2009
Kuroko no Basket 3rd Season,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,8.29,['Production I.G'],TV,25,[],2015
